7248;510184;联想ThinkPad E470(20H1001RCD) 14英寸笔记本电脑 i5-7200U/8G/500G/2G独显;4499.00
52565;565156;戴尔 灵越游匣 Master15-7567-R4645B 15.6英寸游戏本电脑 i5-7300HQ/8G/128GSSD+1T/GTX1050Ti 4G独显;5999.00
18669;569458;惠普(HP) 245 G6 1RR87PA 14英寸笔记本电脑 A6-9220/4G/500G/集显;2288.00
3910;578462;雷神(ThundeRobot)G17X GTX 1080 17.3英寸骨灰级吃鸡游戏笔记本(I7-8700K 32G 512G SSD+1T 8G 4K屏);19999.00
4709;555294;小米(MI) 小米AIR 13.3英寸轻薄笔记本电脑 i5-7200U/8G/256GSSD/GFMX150 2G独显;4999.00
7949;565180;惠普(HP) 薄锐ENVY 13-ad106TU 13.3英寸笔记本电脑 i7-8550U/8G/360GSSD/集显;6299.00
20602;568647;华硕 E203NA3350 11.6英寸笔记本电脑 Processor N3350/4GB/128GSSD/集显;2399.00
7313;554649;苹果(Apple) MacBook MNYM2CH/A 12英寸笔记本电脑 m3处理器/8G/256GSSD/集显;8575.00
30407;580269;戴尔DELL G7 15.6英寸游戏笔记本电脑(i9-8950H 16G 128GSSD+1T GTX1060 6G 背光键盘 指纹 IPS)白;12999.00
14628;581692;华为(HUAWEI) MateBook X Pro 13.9英寸超轻薄全面屏笔记本(i5-8250U 8G 256G MX150 2G）;8688.00
18669;569455;惠普(HP) 246 G6 2ST51PC 14英寸笔记本电脑N3350/4G/256GSSD/集显;2588.00
3940;581208;雷神(ThundeRobot)911SE冰锋版 15.6英寸游戏笔记本(I5-8300H 8G 128SSD+1T GTX1050 Win10 背光键盘);5498.00
3931;581005;雷神(ThundeRobot)新911GT电竞版 17.3英寸吃鸡游戏本(i7-8750H 16G 128G+1T GTX1060 6G Win10 144HZ);10598.00
1828;579467;神舟(HASEE)战神Z7M-KP5GC GTX1050Ti 4G 15.6英寸游戏本笔记本电脑(i5-8300H 8G 1T+128G SSD)IPS;5488.00
15663;568645;联想 小新潮7000 13.3英寸超轻薄窄边框笔记本电脑 i5-8250U/8G/256GSSD/2G独显;5299.00
3329;534937;联想ThinkPad X1 Carbon(20FBA06UCD) 14英寸笔记本电脑 i5-6200U/4G/256GSSD/集显;8499.00
662;579882;华为(HUAWEI) MateBook Xpro（Mach-W29B） 13.9英寸超轻薄全面屏触控笔记本(i7-8550U 16G 512G MX150 3K 指纹 office)灰;12988.00
10149;569406;华硕 思聪本进化版 E403NA4200 14英寸轻薄便携笔记本电脑 N4200/4G/128G/集显;2899.00
18947;520424;联想ThinkPad E570(20H5A01UCD) 15.6英寸笔记本电脑 i5-7200U/8G/1T/GT940MX 2G独显;4699.00
15738;555285;惠普(HP) 畅游人 15-cc707TX 15.6英寸笔记本电脑 I5-7200/4G/500G/GT940MX 2G独显;3788.00
198880;320189;苹果(Apple) MacBook Air MJVM2CH/A 11.6英寸 I5处理器/4G/128GSSD/集显;4999.00
6549;577663;华硕 顽石畅玩版R540UP 15.6英寸笔记本电脑 i5-8250U/4G/500G/R5 2G独显;3799.00
49186;580265;戴尔DELL G7 15.6英寸游戏笔记本电脑(i5-8300H 8G 128GSSD+1T GTX1060 6G 背光键盘 指纹 IPS)黑;7599.00
17962;578864;戴尔 XPS13-9370-R1809G 13.3英寸轻薄窄边框笔记本电脑(i7-8550U 16G 512GSSD 集显;13999.00
30430;579926;戴尔DELL G7 （7588-1765）15.6英寸笔记本电脑(i7-8750H 16G 128GSSD+1T GTX1060 6G );10999.00
10109;580295;宏碁(Acer)暗影骑士3进阶版AN515-52-73QL 15.6英寸笔记本电脑AN5(i7-8750HQ 8G 128G SSD+1T GTX1050 4G IPS背光);6499.00
